<msg_type>  <time>  <packet_type>  <seq>  <size>  <ack>
rcv         88362.457       A       1      0       226852
rcv         88378.449       A       1      0       226902
snd         88383.866       D       227002 50      1     
rcv         88389.247       A       1      0       226952
snd         88410.609       D       227052 50      1     
rcv         88428.232       A       1      0       227002
snd         88428.372       D       227102 50      1     
rcv         88428.47       A       1      0       227052
snd         88428.572       D       227152 50      1     
rcv         88433.904       A       1      0       227102
snd         88439.232       D       227202 50      1     
rcv         88449.446       A       1      0       227152
snd         88449.626       D       227252 50      1     
rcv         88449.697       A       1      0       227202
snd         88449.78       D       227302 50      1     
rcv         88449.888       A       1      0       227252
snd         88449.971       D       227352 50      1     
rcv         88450.062       A       1      0       227302
snd         88455.888       D       227402 50      1     
rcv         88461.312       A       1      0       227352
snd         88471.671       D       227452 50      1     
rcv         88482.259       A       1      0       227402
snd         88493.378       D       227502 50      1     
rcv         88504.774       A       1      0       227452
snd         88526.95       D       227552 50      1     
drop        88526.95       D       227602 50      1     
rcv         88532.578       A       1      0       227502
snd         88543.54       D       227602 50      1     
rcv         88543.637       A       1      0       227552
snd         88560.996       D       227652 50      1     
rcv         88577.458       A       1      0       227602
snd         88582.726       D       227702 50      1     
rcv         88593.575       A       1      0       227652
snd         88593.752       D       227752 50      1     
rcv         88593.842       A       1      0       227702
snd         88593.94       D       227802 50      1     
rcv         88599.723       A       1      0       227752
snd         88605.051       D       227852 50      1     
rcv         88628.42       A       1      0       227802
snd         88633.985       D       227902 50      1     
drop        88633.985       D       227952 50      1     
rcv         88650.03       A       1      0       227852
snd         88661.098       D       227952 50      1     
snd         88672.769       D       228002 50      1     
rcv         88678.719       A       1      0       227902
rcv         88684.05       A       1      0       227952
snd         88689.815       D       228052 50      1     
rcv         88689.943       A       1      0       228002
snd         88690.029       D       228102 50      1     
rcv         88690.129       A       1      0       228052
snd         88690.23       D       228152 50      1     
rcv         88690.334       A       1      0       228102
rcv         88690.406       A       1      0       228152
rcv         88690.455       A       1      0       228202
snd         88701.647       D       228202 50      1     
snd         88707.139       D       228252 50      1     
rcv         88712.421       A       1      0       228252
snd         88718.153       D       228302 50      1     
drop        88718.153       D       228352 50      1     
rcv         88734.156       A       1      0       228302
snd         88745.165       D       228352 50      1     
rcv         88761.488       A       1      0       228352
rcv         88761.595       A       1      0       228402
snd         88772.575       D       228402 50      1     
drop        88772.575       D       228452 50      1     
snd         88777.885       D       228452 50      1     
drop        88777.885       D       228502 50      1     
rcv         88783.392       A       1      0       228452
snd         88789.232       D       228502 50      1     
rcv         88805.702       A       1      0       228502
snd         88822.435       D       228552 50      1     
rcv         88838.23       A       1      0       228552
snd         88860.103       D       228602 50      1     
rcv         88865.9        A       1      0       228602
snd         88871.8        D       228652 50      1     
rcv         88887.636       A       1      0       228652
snd         88887.803       D       228702 50      1     
rcv         88893.597       A       1      0       228702
snd         88909.807       D       228752 50      1     
rcv         88931.973       A       1      0       228752
snd         88949.15       D       228802 50      1     
drop        88949.15       D       228852 50      1     
rcv         88966.445       A       1      0       228802
snd         88987.763       D       228852 50      1     
rcv         88999.207       A       1      0       228852
snd         89005.209       D       228902 50      1     
rcv         89021.691       A       1      0       228902
snd         89038.745       D       228952 50      1     
rcv         89060.028       A       1      0       228952
snd         89065.479       D       229002 50      1     
rcv         89070.847       A       1      0       229002
snd         89086.78       D       229052 50      1     
rcv         89102.667       A       1      0       229052
snd         89109.155       D       229102 50      1     
rcv         89109.252       A       1      0       229102
snd         89109.38       D       229152 50      1     
rcv         89115.717       A       1      0       229152
snd         89126.314       D       229202 50      1     
rcv         89138.28       A       1      0       229202
snd         89149.209       D       229252 50      1     
rcv         89166.481       A       1      0       229252
snd         89182.608       D       229302 50      1     
rcv         89188.516       A       1      0       229302
snd         89199.758       D       229352 50      1     
rcv         89211.95       A       1      0       229352
snd         89228.309       D       229402 50      1     
rcv         89239.412       A       1      0       229402
snd         89266.766       D       229452 50      1     
rcv         89272.092       A       1      0       229452
rcv         89282.925       A       1      0       229502
snd         89288.041       D       229502 50      1     
rcv         89293.593       A       1      0       229552
snd         89311.818       D       229552 50      1     
rcv         89329.561       A       1      0       229602
snd         89346.384       D       229602 50      1     
rcv         89358.544       A       1      0       229652
snd         89358.684       D       229652 50      1     
snd         89374.437       D       229702 50      1     
rcv         89380.634       A       1      0       229702
snd         89380.804       D       229752 50      1     
rcv         89386.291       A       1      0       229752
snd         89392.71       D       229802 50      1     
rcv         89409.684       A       1      0       229802
snd         89415.947       D       229852 50      1     
rcv         89433.468       A       1      0       229852
snd         89433.563       D       229902 50      1     
rcv         89450.629       A       1      0       229902
snd         89450.807       D       229952 50      1     
rcv         89455.996       A       1      0       229952
snd         89467.55       D       230002 50      1     
rcv         89473.678       A       1      0       230002
snd         89479.06       D       230052 50      1     
rcv         89496.953       A       1      0       230052
snd         89507.393       D       230102 50      1     
rcv         89519.781       A       1      0       230102
snd         89525.409       D       230152 50      1     
rcv         89542.656       A       1      0       230152
snd         89564.841       D       230202 50      1     
snd         89570.226       D       230252 50      1     
rcv         89576.148       A       1      0       230202
snd         89581.597       D       230302 50      1     
rcv         89592.111       A       1      0       230252
snd         89603.496       D       230352 50      1     
rcv         89620.472       A       1      0       230302
snd         89631.878       D       230402 50      1     
drop        89631.878       D       230452 50      1     
rcv         89642.98       A       1      0       230352
snd         89665.946       D       230452 50      1     
drop        89665.946       D       230502 50      1     
rcv         89671.157       A       1      0       230402
snd         89671.256       D       230502 50      1     
snd         89676.912       D       230552 50      1     
rcv         89683.08       A       1      0       230452
snd         89683.228       D       230602 50      1     
rcv         89683.296       A       1      0       230502
snd         89693.706       D       230652 50      1     
rcv         89693.811       A       1      0       230552
snd         89704.984       D       230702 50      1     
rcv         89721.444       A       1      0       230602
snd         89732.709       D       230752 50      1     
rcv         89743.089       A       1      0       230652
snd         89759.248       D       230802 50      1     
rcv         89776.31       A       1      0       230702
snd         89792.754       D       230852 50      1     
rcv         89809.685       A       1      0       230752
snd         89826.152       D       230902 50      1     
rcv         89843.06       A       1      0       230802
snd         89859.642       D       230952 50      1     
rcv         89870.244       A       1      0       230852
snd         89870.376       D       231002 50      1     
rcv         89876.186       A       1      0       230902
snd         89892.654       D       231052 50      1     
rcv         89909.672       A       1      0       230952
snd         89915.926       D       231102 50      1     
rcv         89921.849       A       1      0       231002
snd         89932.398       D       231152 50      1     
rcv         89932.525       A       1      0       231052
snd         89966.02       D       231202 50      1     
rcv         89971.5        A       1      0       231102
snd         89982.925       D       231252 50      1     
rcv         89988.366       A       1      0       231152
snd         89993.669       D       231302 50      1     
rcv         90009.631       A       1      0       231202
snd         90027.608       D       231352 50      1     
rcv         90049.268       A       1      0       231252
snd         90055.532       D       231402 50      1     
rcv         90061.235       A       1      0       231302
snd         90066.595       D       231452 50      1     
rcv         90066.689       A       1      0       231352
snd         90083.166       D       231502 50      1     
drop        90083.166       D       231552 50      1     
rcv         90094.368       A       1      0       231402
snd         90115.63       D       231552 50      1     
rcv         90127.082       A       1      0       231452
snd         90138.745       D       231602 50      1     
drop        90138.745       D       231652 50      1     
drop        90138.745       D       231652 50      1     
rcv         90149.803       A       1      0       231502
snd         90161.027       D       231652 50      1     
rcv         90177.15       A       1      0       231552
snd         90188.317       D       231702 50      1     
rcv         90205.037       A       1      0       231602
snd         90216.428       D       231752 50      1     
drop        90216.428       D       231802 50      1     
rcv         90222.927       A       1      0       231652
snd         90223.002       D       231802 50      1     
drop        90223.002       D       231852 50      1     
drop        90223.002       D       231852 50      1     
drop        90223.002       D       231852 50      1     
rcv         90234.418       A       1      0       231702
snd         90234.551       D       231852 50      1     
rcv         90246.42       A       1      0       231752
snd         90252.949       D       231902 50      1     
rcv         90265.68       A       1      0       231802
snd         90271.649       D       231952 50      1     
rcv         90277.018       A       1      0       231852
snd         90299.936       D       232002 50      1     
rcv         90300.014       A       1      0       231902
snd         90316.522       D       232052 50      1     
rcv         90316.64       A       1      0       231952
snd         90322.604       D       232102 50      1     
rcv         90334.424       A       1      0       232002
snd         90352.341       D       232152 50      1     
rcv         90352.467       A       1      0       232052
snd         90357.605       D       232202 50      1     
rcv         90362.962       A       1      0       232102
snd         90374.603       D       232252 50      1     
rcv         90387.288       A       1      0       232152
snd         90387.433       D       232302 50      1     
rcv         90392.7        A       1      0       232202
snd         90408.776       D       232352 50      1     
rcv         90426.353       A       1      0       232252
snd         90442.976       D       232402 50      1     
rcv         90454.839       A       1      0       232302
snd         90454.971       D       232452 50      1     
drop        90454.971       D       232502 50      1     
rcv         90465.685       A       1      0       232352
snd         90476.192       D       232502 50      1     
rcv         90499.232       A       1      0       232402
snd         90504.897       D       232552 50      1     
rcv         90516.681       A       1      0       232452
snd         90527.513       D       232602 50      1     
rcv         90538.482       A       1      0       232502
snd         90544.213       D       232652 50      1     
rcv         90560.604       A       1      0       232552
snd         90588.939       D       232702 50      1     
rcv         90594.313       A       1      0       232602
snd         90594.44       D       232752 50      1     
rcv         90594.53       A       1      0       232652
snd         90610.389       D       232802 50      1     
rcv         90621.717       A       1      0       232702
snd         90621.849       D       232852 50      1     
rcv         90627.026       A       1      0       232752
snd         90632.432       D       232902 50      1     
rcv         90649.922       A       1      0       232802
snd         90650.005       D       232952 50      1     
rcv         90661.078       A       1      0       232852
snd         90666.644       D       233002 50      1     
rcv         90677.018       A       1      0       232902
snd         90688.445       D       233052 50      1     
drop        90688.445       D       233102 50      1     
drop        90688.445       D       233102 50      1     
rcv         90710.078       A       1      0       232952
snd         90710.173       D       233102 50      1     
drop        90710.173       D       233152 50      1     
rcv         90721.748       A       1      0       233002
snd         90733.24       D       233152 50      1     
rcv         90744.486       A       1      0       233052
snd         90756.456       D       233202 50      1     
rcv         90761.979       A       1      0       233102
snd         90773.352       D       233252 50      1     
rcv         90790.626       A       1      0       233152
snd         90808.348       D       233302 50      1     
drop        90808.348       D       233352 50      1     
rcv         90819.371       A       1      0       233202
snd         90824.592       D       233352 50      1     
rcv         90845.859       A       1      0       233252
snd         90856.557       D       233402 50      1     
drop        90856.557       D       233452 50      1     
rcv         90856.687       A       1      0       233302
snd         90856.794       D       233452 50      1     
rcv         90861.994       A       1      0       233352
snd         90872.865       D       233502 50      1     
rcv         90872.986       A       1      0       233402
snd         90878.708       D       233552 50      1     
rcv         90884.469       A       1      0       233452
snd         90890.013       D       233602 50      1     
rcv         90906.362       A       1      0       233502
snd         90923.844       D       233652 50      1     
rcv         90934.645       A       1      0       233552
snd         90945.223       D       233702 50      1     
drop        90945.223       D       233752 50      1     
rcv         90962.841       A       1      0       233602
snd         90985.742       D       233752 50      1     
rcv         90996.304       A       1      0       233652
snd         91002.701       D       233802 50      1     
rcv         91009.136       A       1      0       233702
rcv         91038.949       A       1      0       233752
snd         91044.303       D       233852 50      1     
drop        91044.303       D       233902 50      1     
rcv         91044.403       A       1      0       233802
snd         91061.467       D       233902 50      1     
rcv         91079.432       A       1      0       233852
snd         91103.139       D       233952 50      1     
rcv         91115.334       A       1      0       233902
snd         91120.569       D       234002 50      1     
rcv         91126.308       A       1      0       233952
snd         91137.944       D       234052 50      1     
rcv         91154.775       A       1      0       234002
snd         91166.172       D       234102 50      1     
rcv         91183.273       A       1      0       234052
snd         91200.066       D       234152 50      1     
rcv         91211.549       A       1      0       234102
snd         91229.306       D       234202 50      1     
rcv         91229.382       A       1      0       234152
snd         91246.082       D       234252 50      1     
drop        91246.082       D       234302 50      1     
rcv         91263.209       A       1      0       234202
snd         91269.376       D       234302 50      1     
rcv         91285.458       A       1      0       234252
snd         91285.626       D       234352 50      1     
rcv         91296.011       A       1      0       234302
snd         91306.743       D       234402 50      1     
rcv         91318.281       A       1      0       234352
snd         91323.59       D       234452 50      1     
rcv         91339.731       A       1      0       234402
snd         91357.9        D       234502 50      1     
rcv         91375.019       A       1      0       234452
snd         91386.113       D       234552 50      1     
rcv         91392.477       A       1      0       234502
snd         91398.973       D       234602 50      1     
rcv         91405.036       A       1      0       234552
snd         91405.16       D       234652 50      1     
rcv         91411.551       A       1      0       234602
snd         91426.956       D       234702 50      1     
rcv         91437.979       A       1      0       234652
snd         91438.119       D       234752 50      1     
rcv         91444.535       A       1      0       234702
snd         91444.693       D       234802 50      1     
rcv         91444.775       A       1      0       234752
snd         91451.164       D       234852 50      1     
rcv         91451.275       A       1      0       234802
snd         91456.663       D       234902 50      1     
rcv         91469.51       A       1      0       234852
snd         91479.774       D       234952 50      1     
rcv         91479.878       A       1      0       234902
snd         91485.044       D       235002 50      1     
rcv         91485.138       A       1      0       234952
snd         91495.84       D       235052 50      1     
rcv         91506.411       A       1      0       235002
snd         91506.556       D       235102 50      1     
rcv         91512.398       A       1      0       235052
snd         91528.211       D       235152 50      1     
snd         91544.4        D       235202 50      1     
drop        91544.4        D       235252 50      1     
rcv         91544.481       A       1      0       235102
snd         91561.333       D       235252 50      1     
rcv         91577.455       A       1      0       235152
rcv         91599.515       A       1      0       235202
rcv         91605.036       A       1      0       235252
snd         91610.616       D       235302 50      1     
rcv         91610.724       A       1      0       235302
snd         91616.17       D       235352 50      1     
rcv         91622.379       A       1      0       235352
snd         91639.346       D       235402 50      1     
rcv         91650.805       A       1      0       235402
snd         91667.087       D       235452 50      1     
rcv         91667.218       A       1      0       235452
snd         91672.608       D       235502 50      1     
snd         91677.818       D       235552 50      1     
rcv         91689.152       A       1      0       235502
snd         91694.853       D       235602 50      1     
rcv         91694.926       A       1      0       235552
snd         91711.563       D       235652 50      1     
rcv         91717.641       A       1      0       235602
snd         91729.487       D       235702 50      1     
rcv         91735.794       A       1      0       235652
snd         91741.017       D       235752 50      1     
rcv         91741.222       A       1      0       235702
snd         91746.452       D       235802 50      1     
drop        91746.452       D       235852 50      1     
rcv         91759.144       A       1      0       235752
snd         91764.309       D       235852 50      1     
rcv         91776.184       A       1      0       235802
snd         91781.823       D       235902 50      1     
drop        91781.823       D       235952 50      1     
rcv         91799.229       A       1      0       235852
snd         91815.302       D       235952 50      1     
rcv         91831.432       A       1      0       235902
snd         91849.345       D       236002 50      1     
rcv         91854.577       A       1      0       235952
snd         91866.179       D       236052 50      1     
rcv         91866.292       A       1      0       236002
snd         91877.046       D       236102 50      1     
rcv         91882.88       A       1      0       236052
snd         91888.097       D       236152 50      1     
rcv         91893.849       A       1      0       236102
snd         91904.29       D       236202 50      1     
snd         91920.354       D       236252 50      1     
rcv         91926.182       A       1      0       236152
snd         91932.663       D       236302 50      1     
rcv         91949.199       A       1      0       236202
snd         91964.986       D       236352 50      1     
rcv         91983.658       A       1      0       236252
snd         91994.383       D       236402 50      1     
snd         92015.75       D       236452 50      1     
rcv         92027.48       A       1      0       236302
rcv         92044.394       A       1      0       236352
snd         92044.506       D       236502 50      1     
rcv         92044.608       A       1      0       236402
snd         92044.716       D       236552 50      1     
rcv         92044.812       A       1      0       236452
snd         92050.422       D       236602 50      1     
rcv         92055.651       A       1      0       236502
snd         92066.747       D       236652 50      1     
rcv         92072.414       A       1      0       236552
snd         92078.258       D       236702 50      1     
rcv         92089.314       A       1      0       236602
snd         92094.933       D       236752 50      1     
rcv         92113.285       A       1      0       236652
snd         92124.567       D       236802 50      1     
drop        92124.567       D       236852 50      1     
rcv         92135.34       A       1      0       236702
snd         92140.582       D       236852 50      1     
rcv         92151.242       A       1      0       236752
snd         92168.503       D       236902 50      1     
drop        92168.503       D       236952 50      1     
rcv         92179.305       A       1      0       236802
snd         92184.824       D       236952 50      1     
rcv         92190.022       A       1      0       236852
snd         92211.366       D       237002 50      1     
rcv         92211.471       A       1      0       236902
snd         92211.56       D       237052 50      1     
drop        92211.56       D       237102 50      1     
rcv         92217.005       A       1      0       236952
snd         92228.299       D       237102 50      1     
rcv         92233.561       A       1      0       237002
snd         92233.648       D       237152 50      1     
rcv         92245.611       A       1      0       237052
snd         92252.092       D       237202 50      1     
rcv         92262.941       A       1      0       237102
snd         92274.478       D       237252 50      1     
rcv         92292.733       A       1      0       237152
snd         92298.298       D       237302 50      1     
rcv         92298.509       A       1      0       237202
snd         92309.716       D       237352 50      1     
rcv         92315.102       A       1      0       237252
snd         92325.812       D       237402 50      1     
rcv         92342.725       A       1      0       237302
snd         92360.085       D       237452 50      1     
drop        92360.085       D       237502 50      1     
snd         92384.351       D       237502 50      1     
rcv         92384.426       A       1      0       237352
snd         92402.35       D       237552 50      1     
snd         92407.851       D       237602 50      1     
rcv         92413.392       A       1      0       237402
snd         92413.482       D       237652 50      1     
rcv         92438.032       A       1      0       237452
snd         92438.102       D       237702 50      1     
rcv         92454.883       A       1      0       237502
snd         92470.922       D       237752 50      1     
drop        92470.922       D       237802 50      1     
rcv         92476.198       A       1      0       237552
snd         92487.748       D       237802 50      1     
rcv         92487.881       A       1      0       237602
snd         92493.083       D       237852 50      1     
rcv         92499.004       A       1      0       237652
snd         92505.393       D       237902 50      1     
rcv         92511.409       A       1      0       237702
snd         92516.611       D       237952 50      1     
rcv         92516.68       A       1      0       237752
snd         92532.904       D       238002 50      1     
rcv         92549.627       A       1      0       237802
snd         92568.036       D       238052 50      1     
rcv         92585.746       A       1      0       237852
snd         92607.629       D       238102 50      1     
rcv         92607.716       A       1      0       237902
snd         92630.718       D       238152 50      1     
rcv         92630.838       A       1      0       237952
snd         92636.379       D       238202 50      1     
rcv         92642.777       A       1      0       238002
snd         92648.42       D       238252 50      1     
rcv         92648.51       A       1      0       238052
snd         92659.113       D       238302 50      1     
rcv         92676.215       A       1      0       238102
rcv         92698.791       A       1      0       238152
rcv         92698.888       A       1      0       238202
snd         92705.217       D       238352 50      1     
rcv         92705.321       A       1      0       238252
snd         92711.722       D       238402 50      1     
rcv         92718.157       A       1      0       238302
snd         92740.408       D       238452 50      1     
rcv         92751.071       A       1      0       238352
snd         92762.167       D       238502 50      1     
drop        92762.167       D       238552 50      1     
rcv         92767.602       A       1      0       238402
rcv         92790.478       A       1      0       238452
snd         92790.558       D       238552 50      1     
rcv         92812.653       A       1      0       238502
rcv         92818.393       A       1      0       238552
snd         92818.502       D       238602 50      1     
rcv         92818.555       A       1      0       238602
snd         92835.002       D       238652 50      1     
drop        92835.002       D       238702 50      1     
rcv         92840.549       A       1      0       238652
snd         92846.162       D       238702 50      1     
rcv         92857.427       A       1      0       238702
snd         92874.234       D       238752 50      1     
snd         92879.626       D       238802 50      1     
rcv         92879.708       A       1      0       238752
snd         92892.357       D       238852 50      1     
rcv         92898.145       A       1      0       238802
snd         92920.052       D       238902 50      1     
rcv         92925.742       A       1      0       238852
snd         92931.874       D       238952 50      1     
rcv         92948.95       A       1      0       238902
snd         92966.094       D       239002 50      1     
rcv         92972.179       A       1      0       238952
snd         92990.178       D       239052 50      1     
rcv         92996.626       A       1      0       239002
snd         92996.746       D       239102 50      1     
rcv         93007.47       A       1      0       239052
rcv         93024.555       A       1      0       239102
snd         93041.305       D       239152 50      1     
rcv         93053.275       A       1      0       239152
snd         93065.549       D       239202 50      1     
drop        93065.549       D       239252 50      1     
rcv         93081.77       A       1      0       239202
snd         93093.243       D       239252 50      1     
rcv         93105.731       A       1      0       239252
snd         93121.57       D       239302 50      1     
rcv         93143.259       A       1      0       239302
rcv         93143.342       A       1      0       239352
snd         93149.542       D       239352 50      1     
snd         93154.829       D       239402 50      1     
rcv         93154.933       A       1      0       239402
snd         93160.551       D       239452 50      1     
rcv         93167.013       A       1      0       239452
rcv         93173.28       A       1      0       239502
snd         93178.388       D       239502 50      1     
rcv         93183.736       A       1      0       239552
snd         93205.798       D       239552 50      1     
snd         93211.276       D       239602 50      1     
rcv         93217.006       A       1      0       239602
snd         93222.328       D       239652 50      1     
rcv         93239.03       A       1      0       239652
snd         93255.672       D       239702 50      1     
drop        93255.672       D       239752 50      1     
rcv         93266.449       A       1      0       239702
snd         93271.81       D       239752 50      1     
rcv         93287.619       A       1      0       239752
snd         93304.408       D       239802 50      1     
rcv         93309.826       A       1      0       239802
snd         93321.458       D       239852 50      1     
rcv         93332.799       A       1      0       239852
snd         93349.607       D       239902 50      1     
rcv         93359.907       A       1      0       239902
snd         93376.234       D       239952 50      1     
rcv         93392.737       A       1      0       239952
rcv         93411.16       A       1      0       240002
snd         93422.594       D       240002 50      1     
snd         93428.434       D       240052 50      1     
rcv         93434.178       A       1      0       240052
snd         93440.609       D       240102 50      1     
rcv         93440.719       A       1      0       240102
snd         93440.81       D       240152 50      1     
rcv         93440.892       A       1      0       240152
snd         93440.986       D       240202 50      1     
rcv         93441.086       A       1      0       240202
snd         93441.181       D       240252 50      1     
rcv         93441.277       A       1      0       240252
snd         93441.375       D       240302 50      1     
rcv         93452.461       A       1      0       240302
rcv         93458.111       A       1      0       240352
snd         93463.827       D       240352 50      1     
drop        93463.827       D       240402 50      1     
rcv         93469.05       A       1      0       240402
snd         93474.692       D       240402 50      1     
rcv         93491.447       A       1      0       240452
snd         93509.167       D       240452 50      1     
rcv         93526.226       A       1      0       240502
snd         93532.269       D       240502 50      1     
rcv         93543.83       A       1      0       240552
snd         93554.231       D       240552 50      1     
snd         93576.269       D       240602 50      1     
rcv         93581.477       A       1      0       240602
snd         93592.56       D       240652 50      1     
rcv         93592.649       A       1      0       240652
snd         93608.733       D       240702 50      1     
rcv         93631.34       A       1      0       240702
snd         93631.433       D       240752 50      1     
rcv         93642.838       A       1      0       240752
snd         93649.159       D       240802 50      1     
rcv         93661.785       A       1      0       240802
snd         93678.546       D       240852 50      1     
rcv         93689.989       A       1      0       240852
snd         93701.152       D       240902 50      1     
rcv         93717.743       A       1      0       240902
snd         93729.896       D       240952 50      1     
rcv         93741.953       A       1      0       240952
snd         93752.912       D       241002 50      1     
rcv         93764.416       A       1      0       241002
snd         93769.842       D       241052 50      1     
rcv         93781.363       A       1      0       241052
snd         93797.928       D       241102 50      1     
rcv         93808.293       A       1      0       241102
rcv         93808.47       A       1      0       241152
snd         93814.744       D       241152 50      1     
snd         93820.139       D       241202 50      1     
rcv         93826.307       A       1      0       241202
snd         93831.682       D       241252 50      1     
rcv         93842.714       A       1      0       241252
snd         93848.466       D       241302 50      1     
rcv         93870.337       A       1      0       241302
snd         93876.471       D       241352 50      1     
rcv         93882.541       A       1      0       241352
snd         93898.998       D       241402 50      1     
rcv         93904.669       A       1      0       241402
snd         93921.645       D       241452 50      1     
drop        93921.645       D       241502 50      1     
drop        93921.645       D       241502 50      1     
rcv         93938.183       A       1      0       241452
snd         93959.901       D       241502 50      1     
rcv         93966.12       A       1      0       241502
snd         93989.112       D       241552 50      1     
rcv         93989.203       A       1      0       241552
snd         94007.397       D       241602 50      1     
rcv         94012.89       A       1      0       241602
snd         94012.99       D       241652 50      1     
rcv         94033.924       A       1      0       241652
snd         94069.399       D       241702 50      1     
rcv         94079.887       A       1      0       241702
snd         94098.809       D       241752 50      1     
rcv         94111.142       A       1      0       241752
snd         94122.276       D       241802 50      1     
rcv         94122.348       A       1      0       241802
snd         94134.428       D       241852 50      1     
rcv         94146.041       A       1      0       241852
snd         94168.514       D       241902 50      1     
rcv         94168.627       A       1      0       241902
snd         94174.177       D       241952 50      1     
rcv         94196.159       A       1      0       241952
snd         94202.569       D       242002 50      1     
rcv         94208.127       A       1      0       242002
snd         94213.371       D       242052 50      1     
drop        94213.371       D       242102 50      1     
rcv         94213.488       A       1      0       242052
snd         94213.574       D       242102 50      1     
rcv         94213.656       A       1      0       242102
snd         94213.758       D       242152 50      1     
rcv         94219.456       A       1      0       242152
snd         94242.745       D       242202 50      1     
rcv         94249.219       A       1      0       242202
snd         94260.762       D       242252 50      1     
rcv         94271.785       A       1      0       242252
snd         94283.248       D       242302 50      1     
rcv         94288.486       A       1      0       242302
snd         94294.946       D       242352 50      1     
drop        94294.946       D       242402 50      1     
rcv         94300.756       A       1      0       242352
snd         94312.523       D       242402 50      1     
rcv         94318.219       A       1      0       242402
snd         94334.758       D       242452 50      1     
rcv         94345.169       A       1      0       242452
snd         94356.844       D       242502 50      1     
rcv         94356.937       A       1      0       242502
snd         94373.422       D       242552 50      1     
rcv         94396.567       A       1      0       242552
rcv         94396.643       A       1      0       242602
snd         94401.81       D       242602 50      1     
rcv         94414.095       A       1      0       242652
snd         94424.594       D       242652 50      1     
rcv         94430.389       A       1      0       242702
snd         94435.661       D       242702 50      1     
rcv         94446.789       A       1      0       242752
snd         94457.546       D       242752 50      1     
rcv         94463.873       A       1      0       242802
snd         94481.43       D       242802 50      1     
rcv         94498.922       A       1      0       242852
snd         94515.713       D       242852 50      1     
rcv         94526.581       A       1      0       242902
snd         94559.724       D       242902 50      1     
snd         94565.204       D       242952 50      1     
rcv         94570.795       A       1      0       242952
snd         94570.927       D       243002 50      1     
drop        94570.927       D       243052 50      1     
rcv         94576.25       A       1      0       243002
snd         94576.33       D       243052 50      1     
rcv         94593.145       A       1      0       243052
snd         94614.263       D       243102 50      1     
rcv         94619.861       A       1      0       243102
snd         94626.271       D       243152 50      1     
rcv         94626.361       A       1      0       243152
snd         94648.044       D       243202 50      1     
snd         94658.986       D       243252 50      1     
drop        94658.986       D       243302 50      1     
rcv         94664.207       A       1      0       243202
snd         94669.483       D       243302 50      1     
drop        94669.483       D       243352 50      1     
rcv         94685.767       A       1      0       243252
snd         94703.01       D       243352 50      1     
rcv         94719.603       A       1      0       243302
snd         94738.07       D       243402 50      1     
rcv         94743.256       A       1      0       243352
snd         94755.179       D       243452 50      1     
rcv         94771.293       A       1      0       243402
snd         94783.183       D       243502 50      1     
rcv         94788.902       A       1      0       243452
snd         94806.035       D       243552 50      1     
rcv         94817.387       A       1      0       243502
snd         94817.481       D       243602 50      1     
rcv         94817.59       A       1      0       243552
snd         94822.82       D       243652 50      1     
drop        94822.82       D       243702 50      1     
rcv         94828.579       A       1      0       243602
rcv         94828.729       A       1      0       243652
snd         94833.985       D       243702 50      1     
drop        94833.985       D       243752 50      1     
drop        94833.985       D       243752 50      1     
rcv         94834.12       A       1      0       243702
rcv         94839.478       A       1      0       243752
snd         94850.563       D       243752 50      1     
rcv         94856.236       A       1      0       243802
snd         94873.766       D       243802 50      1     
snd         94873.932       D       243852 50      1     
rcv         94873.997       A       1      0       243852
snd         94885.342       D       243902 50      1     
rcv         94896.949       A       1      0       243902
snd         94913.565       D       243952 50      1     
rcv         94924.345       A       1      0       243952
snd         94935.747       D       244002 50      1     
rcv         94958.212       A       1      0       244002
snd         94974.352       D       244052 50      1     
rcv         94992.73       A       1      0       244052
snd         95011.05       D       244102 50      1     
drop        95011.05       D       244152 50      1     
rcv         95021.534       A       1      0       244102
snd         95032.019       D       244152 50      1     
rcv         95043.509       A       1      0       244152
snd         95055.026       D       244202 50      1     
rcv         95065.381       A       1      0       244202
rcv         95070.959       A       1      0       244252
snd         95071.049       D       244252 50      1     
rcv         95088.172       A       1      0       244302
snd         95098.486       D       244302 50      1     
snd         95108.935       D       244352 50      1     
rcv         95120.37       A       1      0       244352
snd         95131.205       D       244402 50      1     
rcv         95142.769       A       1      0       244402
snd         95154.653       D       244452 50      1     
rcv         95165.974       A       1      0       244452
snd         95177.706       D       244502 50      1     
rcv         95194.747       A       1      0       244502
snd         95200.266       D       244552 50      1     
rcv         95200.386       A       1      0       244552
snd         95212.953       D       244602 50      1     
rcv         95230.308       A       1      0       244602
snd         95241.205       D       244652 50      1     
rcv         95247.245       A       1      0       244652
rcv         95259.309       A       1      0       244702
snd         95265.594       D       244702 50      1     
snd         95271.095       D       244752 50      1     
rcv         95276.276       A       1      0       244752
snd         95281.492       D       244802 50      1     
rcv         95299.673       A       1      0       244802
snd         95315.676       D       244852 50      1     
rcv         95327.646       A       1      0       244852
snd         95332.874       D       244902 50      1     
rcv         95343.755       A       1      0       244902
snd         95356.339       D       244952 50      1     
rcv         95374.012       A       1      0       244952
snd         95386.181       D       245002 50      1     
rcv         95397.296       A       1      0       245002
snd         95413.258       D       245052 50      1     
rcv         95430.619       A       1      0       245052
snd         95446.553       D       245102 50      1     
